ID,receiver_country,receiver_region,receiver_name,receiver_category,receiver_category_subcode
1580,Israel,ASIA; MENA; MEA,Not available,Media,
1580,Israel,ASIA; MENA; MEA,Not available,State institutions / political system,"Other (e.g., embassies)"
1580,Israel,ASIA; MENA; MEA,Not available,Critical infrastructure,Transportation
1580,Israel,ASIA; MENA; MEA,Not available,Critical infrastructure,Health
1580,Israel,ASIA; MENA; MEA,Not available,Critical infrastructure,Defence industry
1581,Russia,EUROPE; EASTEU; CSTO; SCO,Collective Security Treaty Organization (CSTO; Russia),International / supranational organization,
1589,Not available,,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1589,Middle East (region),,Not available,State institutions / political system,Government / ministries
1589,United States,NATO; NORTHAM,Not available,State institutions / political system,Legislative
1589,Southeast Asia (region),,Not available,Critical infrastructure,Health
1590,Bulgaria,EUROPE; BALKANS; NATO; EU,Bulgarian Post,State institutions / political system,Civil service / administration
1594,Russia,EUROPE; EASTEU; CSTO; SCO,Not available,Social groups,Criminal
1599,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Police
1599,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Transportation
1599,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Government / ministries
1599,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Government / ministries
1599,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Political parties
1599,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Police
1599,Germany,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Government / ministries
1603,Bulgaria,EUROPE; BALKANS; NATO; EU,Ministry of Justice (Bulgaria),State institutions / political system,Government / ministries
1603,Bulgaria,EUROPE; BALKANS; NATO; EU,Constitutional Court (Bulgaria),State institutions / political system,Judiciary
1603,Bulgaria,EUROPE; BALKANS; NATO; EU,Ministry of Defence (Bulgaria),State institutions / political system,Government / ministries
1603,Bulgaria,EUROPE; BALKANS; NATO; EU,Ministry of Interior (Bulgaria),State institutions / political system,Government / ministries
1603,Bulgaria,EUROPE; BALKANS; NATO; EU,Presidency (Bulgaria),State institutions / political system,Government / ministries
1603,Bulgaria,EUROPE; BALKANS; NATO; EU,Not available,Critical infrastructure,Telecommunications
1603,Bulgaria,EUROPE; BALKANS; NATO; EU,Not available,Media,
1603,Bulgaria,EUROPE; BALKANS; NATO; EU,Not available,Critical infrastructure,Transportation
1605,Central Asia (region),,Not available,State institutions / political system,Government / ministries
1605,Central Asia (region),,Not available,Critical infrastructure,Telecommunications
1605,Central Asia (region),,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1606,United States,NATO; NORTHAM,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1607,Hong Kong,ASIA,,State institutions / political system,Government / ministries
1609,Russia,EUROPE; EASTEU; CSTO; SCO,SMP Robotics,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1613,Australia,OC,Medibank Private Ltd.,Critical infrastructure,Health
1615,Russia,EUROPE; EASTEU; CSTO; SCO,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1615,Russia,EUROPE; EASTEU; CSTO; SCO,Technoserv,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1615,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Government / ministries
1626,United States,NATO; NORTHAM,Not available,Unknown,
1627,"Iran, Islamic Republic of",ASIA; MENA; MEA,Not available,End user(s) / specially protected groups,
1628,"Iran, Islamic Republic of",ASIA; MENA; MEA,Atomic Energy Production and Development Co. (Iran),Critical infrastructure,Energy
1629,Pakistan,ASIA; SASIA; SCO,National Electric Power Regulatory Authority (NEPRA; Pakistan),State institutions / political system,Civil service / administration
1631,Russia,EUROPE; EASTEU; CSTO; SCO,Ministry of Defence (Russia),State institutions / political system,Government / ministries
1639,United Kingdom,EUROPE; NATO; NORTHEU,"Liz Truss (Secretary of State for Foreign, Commonwealth and Development Affairs, United Kingdom)",State institutions / political system,Government / ministries
1640,Russia,EUROPE; EASTEU; CSTO; SCO,Port and Railway Projects Service of JSC UMMC (Russia),Critical infrastructure,Transportation
1641,Russia,EUROPE; EASTEU; CSTO; SCO,Polar Department of the Russian Federal Research Institute of Fisheries and Oceanography,Science,
1642,Russia,EUROPE; EASTEU; CSTO; SCO,Achinsk city government (Russia),State institutions / political system,Civil service / administration
1643,Japan,ASIA; SCS; NEA,Not available,Unknown,
1643,Japan,ASIA; SCS; NEA,Not available,State institutions / political system,Government / ministries
1643,Japan,ASIA; SCS; NEA,Not available,Social groups,Advocacy / activists (e.g. human rights organizations)
1643,Japan,ASIA; SCS; NEA,Not available,Media,
1643,Japan,ASIA; SCS; NEA,Not available,State institutions / political system,"Other (e.g., embassies)"
1644,Italy,EUROPE; NATO; EU,Istituto Superiore di Sanità (ISS; Italy),Science,
1644,Italy,EUROPE; NATO; EU,Scuola IMT Alti Studi Lucca,Science,
1644,Italy,EUROPE; NATO; EU,Ministero della Difesa,State institutions / political system,Government / ministries
1644,Italy,EUROPE; NATO; EU,Automobile Club d'Italia,Other,
1644,Italy,EUROPE; NATO; EU,Senato della Repubblica,State institutions / political system,Government / ministries
1644,Italy,EUROPE; NATO; EU,Infomedix International,Media,
1644,Italy,EUROPE; NATO; EU,Kompass,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1646,Russia,EUROPE; EASTEU; CSTO; SCO,Metodkabi,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1659,Ukraine,EUROPE; EASTEU,Not available,Critical infrastructure,Transportation
1659,Poland,EUROPE; NATO; EU; EASTEU,Not available,Critical infrastructure,Transportation
1664,Thailand,ASIA; SEA,Panusaya Sithijirawattanakul,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Elia Fofi,Other,
1664,Thailand,ASIA; SEA,Sarinee Achavanuntakul,Science,
1664,Thailand,ASIA; SEA,Chatrapee Artsomboon,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Prajak Kongkirati,Science,
1664,Thailand,ASIA; SEA,Puangthong Pawakapan,Science,
1664,Thailand,ASIA; SEA,Katekanok Wongsapakdee,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Nuttaa Mahattana,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Benja Apan,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Wichapat Srigasipun,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Jatupat Boonpattararaksa,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Rattapoom Lertpaijit,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Jutatip Sirikhan,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Dechathorn “Hockey” Bamrungmuang,Other,
1664,Thailand,ASIA; SEA,Chonlatit Chottsawas,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Piyarat Chongthep,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Inthira Charoenpura,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Poramin Rassameesawas,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Bussarin Paenaeh,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Yingcheep Atchanont,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Niraphorn Onnkhaow,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Pornpen Khongkachonkiet,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Nutchanon Pairoj,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Pansiree Jirathakoone,Social groups,Advocacy / activists (e.g. human rights organizations)
1664,Thailand,ASIA; SEA,Arnon Nampa,Social groups,Advocacy / activists (e.g. human rights organizations)
1665,Ukraine,EUROPE; EASTEU,Not available,Unknown,
1669,Spain,EUROPE; NATO; EU,Directorate-General of the Police (DGP; Spain),State institutions / political system,Police
1669,Spain,EUROPE; NATO; EU,Spanish Tax Administration Agency (AEAT),State institutions / political system,Civil service / administration
1669,Spain,EUROPE; NATO; EU,Public Employment Service (PES; Spain),State institutions / political system,Civil service / administration
1669,Spain,EUROPE; NATO; EU,National Institute of Social Security (INSS; Spain),State institutions / political system,Civil service / administration
1670,Mexico,,"Secretariat of Infrastructure, Communications and Transportation (SICT; Mexico)",State institutions / political system,Government / ministries
1676,Saudi Arabia,ASIA; MENA; MEA; GULFC,Not available,State institutions / political system,Civil service / administration
1676,Saudi Arabia,ASIA; MENA; MEA; GULFC,Not available,Critical infrastructure,Telecommunications
1676,Saudi Arabia,ASIA; MENA; MEA; GULFC,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1676,Saudi Arabia,ASIA; MENA; MEA; GULFC,Not available,Science,
1676,Brazil,SOUTHAM,Not available,State institutions / political system,Civil service / administration
1676,Brazil,SOUTHAM,Not available,Critical infrastructure,Telecommunications
1676,Brazil,SOUTHAM,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1676,Brazil,SOUTHAM,Not available,Science,
1676,Germany,EUROPE; NATO; EU; WESTEU,Not available,State institutions / political system,Civil service / administration
1676,Germany,EUROPE; NATO; EU; WESTEU,Not available,Critical infrastructure,Telecommunications
1676,Germany,EUROPE; NATO; EU; WESTEU,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1676,Germany,EUROPE; NATO; EU; WESTEU,Not available,Science,
1676,Switzerland,EUROPE; WESTEU,Not available,State institutions / political system,Civil service / administration
1676,Switzerland,EUROPE; WESTEU,Not available,Critical infrastructure,Telecommunications
1676,Switzerland,EUROPE; WESTEU,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1676,Switzerland,EUROPE; WESTEU,Not available,Science,
1676,Turkey,ASIA; NATO; MEA,Not available,State institutions / political system,Civil service / administration
1676,Turkey,ASIA; NATO; MEA,Not available,Critical infrastructure,Telecommunications
1676,Turkey,ASIA; NATO; MEA,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1676,Turkey,ASIA; NATO; MEA,Not available,Science,
1676,Mexico,,Not available,State institutions / political system,Civil service / administration
1676,Mexico,,Not available,Critical infrastructure,Telecommunications
1676,Mexico,,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1676,Mexico,,Not available,Science,
1676,United States,NATO; NORTHAM,Not available,State institutions / political system,Civil service / administration
1676,United States,NATO; NORTHAM,Not available,Critical infrastructure,Telecommunications
1676,United States,NATO; NORTHAM,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1676,United States,NATO; NORTHAM,Not available,Science,
1676,India,ASIA; SASIA; SCO,Not available,State institutions / political system,Civil service / administration
1676,India,ASIA; SASIA; SCO,Not available,Critical infrastructure,Telecommunications
1676,India,ASIA; SASIA; SCO,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
