incident_ID,attribution_ID,attribution_date,attribution_type,attribution_basis,attributing_actor,attribution_it_company,attributing_country,attributed_initiator,attributed_initiator_country,attributed_initiator_category
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,Canada,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,Canada,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United Kingdom,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United Kingdom,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United Kingdom,Afkar System Yazd Company,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United Kingdom,Afkar System Yazd Company,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United Kingdom,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United Kingdom,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United States,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United States,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United States,Afkar System Yazd Company,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United States,Afkar System Yazd Company,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United States,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity, US Cyber Command (USCC / US CYCOM),Not available,United States,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Australia,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Australia,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Australia,Afkar System Yazd Company,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Australia,Afkar System Yazd Company,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Australia,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Australia,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Canada,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Canada,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Canada,Afkar System Yazd Company,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Canada,Afkar System Yazd Company,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Canada,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,Canada,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United Kingdom,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United Kingdom,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United Kingdom,Afkar System Yazd Company,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United Kingdom,Afkar System Yazd Company,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United Kingdom,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United Kingdom,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United States,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United States,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United States,Afkar System Yazd Company,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United States,Afkar System Yazd Company,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United States,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Cyber National Mission Force (CNMF),Not available,United States,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Australian Cyber Security Centre (ACSC),Not available,Australia,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Australian Cyber Security Centre (ACSC),Not available,Australia,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Australian Cyber Security Centre (ACSC),Not available,Australia,Afkar System Yazd Company,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Australian Cyber Security Centre (ACSC),Not available,Australia,Afkar System Yazd Company,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Australian Cyber Security Centre (ACSC),Not available,Australia,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Australian Cyber Security Centre (ACSC),Not available,Australia,Iran Revolutionary Guard Corps,"Iran, Islamic Republic of",State
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Australian Cyber Security Centre (ACSC),Not available,Canada,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested"
1493,7221.0,2022-09-14,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Attribution by receiver government / state entity,Australian Cyber Security Centre (ACSC),Not available,Canada,Najee Technology Hooshmand Fater LLC,"Iran, Islamic Republic of",State
